股票代码;公司简称;公司全称;公司英文名称;成立日期;所属地域;曾用名;法定代表人;独立董事;会计师事务所;证券事务代表;咨询服务机构;所属概念;所属行业
600723;首商股份;北京首商集团股份有限公司;Beijing Capital Retailing Group Co., Ltd.;1993-12-20;北京;西单商场、G西单、西单商场;傅跃红;何平、鲍恩斯、李飞;致同会计师事务所(特殊普通合伙);金静;;沪股通;百货零售
600724;宁波富达;宁波富达股份有限公司;Ningbo Fuda Co., Ltd.;1993-03-22;浙江;宁波富达、S甬富达;庄立峰;童全康、孙猛、何自力;大华会计师事务所(特殊普通合伙);施亚琴;;沪股通;不动产投资开发
600725;ST云维;云南云维股份有限公司;Yunnan Yunwei Co., Ltd.;1996-06-26;云南;云维股份、G云维、云维股份、*ST云维;周先田;涂勇、王军、叶明;中审亚太会计师事务所(特殊普通合伙);桂腾雷;千和律师事务所;低碳经济、ST板块;通用化工品
600726;华电能源;华电能源股份有限公司;Huadian Energy Co., Ltd.;1993-02-02;黑龙江;龙电股份、华电能源、G华电能;董凤亮;惠晓峰、张峰龙、孙健;立信会计师事务所(特殊普通合伙);战莹;;含B股;电力（IV）
600727;鲁北化工;山东鲁北化工股份有限公司;Shandong Lubei Chemical Co., Ltd.;1996-06-19;山东;鲁北化工、G鲁北、鲁北化工、*ST鲁北、NST鲁北、ST鲁北;陈树常;刘玉芬、信式祥;利安达会计师事务所(特殊普通合伙);蔺红波;;--;特种化工品
600728;佳都科技;佳都新太科技股份有限公司;PCI-Suntek Technology Co., Ltd.;1993-12-28;广东;远洋渔业、新太科技、*ST新太、S*ST新太、SST新太、S*ST新太、*ST新太、ST新太、新太科技、佳都新太;刘伟;李定安、叶东文、谢克人;天职国际会计师事务所(特殊普通合伙);王文捷;;4G概念、5G概念、安防服务、IPV6概念、金融改革、铁路基建、云计算;计算机服务
600729;重庆百货;重庆百货大楼股份有限公司;Chongqing Department Store Co., Ltd.;1992-08-11;重庆;重庆百货、G重百;何谦;章新蓉、刘斌、杨春林;天健会计师事务所（特殊普通合伙）;赵耀;;成渝特区、O2O模式、新零售、重组概念、沪股通;百货零售
600730;中国高科;中国高科集团股份有限公司;China Hi-tech Group Co., Ltd.;1992-06-26;北京;中国高科、G高科;马建斌;童盼、秦秋莉、周华;利安达会计师事务所(特殊普通合伙);罗曼莉;;--;不动产投资开发
600731;湖南海利;湖南海利化工股份有限公司;Hunan Haili Chemical Industry Co., Ltd.;1994-04-15;湖南;湖南海利、G海利;尹霖;李钟华、舒强兴、尹笃林;瑞华会计师事务所(特殊普通合伙);杨雄辉;;长株潭;特种化工品
600732;ST新梅;上海新梅置业股份有限公司;Shanghai Xinmei Real Estate Co., Ltd.;1996-08-12;上海;上海港机、上海新梅、G新梅、上海新梅、*ST新梅;李勇军;文东华、董静、陆伟;上海众华沪银会计师事务所有限公司;--;;ST板块;不动产投资开发
600733;SST前锋;成都前锋电子股份有限公司;Chengdu Qianfeng Electronics Co., Ltd.;1992-10-06;四川;前锋股份、S前锋、S*ST前锋、S前锋、S*ST前锋、S*ST前锋;胡革伟;张小灵、李小军、何年生;四川华信(集团)会计师事务所(特殊普通合伙);--;;成渝特区;不动产投资开发
600734;实达集团;福建实达集团股份有限公司;Fujian Start Group Co., Ltd.;1996-08-05;福建;实达电脑、ST实达、实达电脑、实达集团、*ST实达、S*ST实达、ST实达;景百孚;何和平、陈国宏、杜美杰、吴卫明;立信中联会计师事务所(特殊普通合伙);林征;;安防服务、海峡西岸、军民融合、涉矿概念、物联网、重组概念;计算机硬件
600735;新华锦;山东新华锦国际股份有限公司;Shandong Hiking International Co., Ltd.;1993-11-18;山东;环宇股份、兰陵陈香、*ST陈香、ST陈香、SST陈香、S*ST陈香、S*ST锦股、*ST锦股;张建华;徐胜锐、吴刚、张力;中天运会计师事务所(特殊普通合伙);王燕妮;;东亚自贸、黄河三角、石墨烯;服装与服饰
600736;苏州高新;苏州新区高新技术产业股份有限公司;Suzhou New District Hi-tech Industrial Co., Ltd.;1994-06-28;江苏;苏州高新、G苏高新;王星;杨相宁、魏向东、刘勇;立信会计师事务所（特殊普通合伙）;龚俞勇;;创投概念、军民融合、新三板;不动产投资开发
600737;中粮糖业;中粮屯河糖业股份有限公司;COFCO TUNHE SUGAR CO.,LTD.;1993-09-18;新疆;新疆屯河、ST屯河、*ST屯河、S*ST屯河、*ST屯河、中粮屯河;夏令和;葛长银、朱剑林、顾玉荣、李丹、李宝江;天职国际会计师事务所(特殊普通合伙);徐志萍;;--;食品生产（IV）
600738;兰州民百;兰州民百(集团)股份有限公司;Lanzhou Minbai Shareholding (Group) Co., Ltd.;1992-09-08;甘肃;兰州民百、ST民百、*ST民百、ST民百、兰州民百、G民百;张宏;仇兰英、赵优珍、刘陆天;天健会计师事务所有限公司;安炜;;丝绸之路、重组概念;百货零售
600739;辽宁成大;辽宁成大股份有限公司;Liaoning Cheng Da Co., Ltd.;1993-09-02;辽宁;辽宁成大、G成大;尚书志;林英士、姚宏、张黎明;华普天健会计师事务所(特殊普通合伙);刘通;;新三板、页岩气、沪股通;药品零售
600740;山西焦化;山西焦化股份有限公司;Shanxi Coking Co., Ltd.;1996-08-02;山西;山西焦化、G山焦、山西焦化、*ST山焦;郭文仓;刘俊彦、赵鸣、史竹敏;致同会计师事务所(特殊普通合伙);王洪云;山西恒一律师事务所;低碳经济、重组概念;煤炭开采
600741;华域汽车;华域汽车系统股份有限公司;Huayu Automotive Systems Company Limited;1992-10-28;上海;巴士股份、G沪巴士、巴士股份;陈虹;邵瑞庆、张军、尹燕德、朱荣恩;德勤华永会计师事务所(特殊普通合伙);许旭羽;;汽车电子、沪股通;汽车零配件（IV）
600742;一汽富维;长春一汽富维汽车零部件股份有限公司;Changchun Faway Automobile Components Co., Ltd.;1993-06-28;吉林;一汽四环、G四环、一汽四环;张丕杰;孙立荣、曲刚、沈颂东;瑞华会计师事务所(特殊普通合伙);刘荔;;图们江、沪股通;汽车零配件（IV）
600743;华远地产;华远地产股份有限公司;Hua Yuan Property Co., Ltd.;1992-02-08;北京;幸福实业、ST幸福、SST幸福、ST幸福;杜凤超;王巍、朱海武、陈淮;立信会计师事务所(特殊普通合伙);谢青;;沪股通;不动产投资开发
600744;华银电力;大唐华银电力股份有限公司;Datang Huayin Electric Power Co., Ltd.;1993-03-22;湖南;华银电力、G华银;邹嘉华;冯丽霞、傅太平、易骆之、刘冬来;天职国际会计师事务所(特殊普通合伙);冉红燎;;创投概念、长株潭、涉矿概念、新三板、页岩气;电力（IV）
600745;闻泰科技;闻泰科技股份有限公司;Wingtech Technology Co., Ltd.;1993-01-11;湖北;康赛集团、ST康赛、天华股份、*ST天华、S*ST天华、NST天华、ST天华、中茵股份;张学政;王艳辉、肖建华;众华会计师事务所(特殊普通合伙);韩迎梅;;涉矿概念、重组概念;通讯设备
600746;江苏索普;江苏索普化工股份有限公司;Jiangsu Sopo Chemical Co., Ltd.;1996-09-13;江苏;江苏索普、G索普;胡宗贵;吴君民、范明、孔玉生;天衡会计师事务所(特殊普通合伙);黄镇锋;;--;通用化工品
600747;*ST大控;大连大显控股股份有限公司;Dalian Dafu Enterprises Holdings Co., Ltd.;1993-08-17;辽宁;大显股份、G大显、大显股份、大连控股、*ST大控;肖贤辉;陈树文、臧立、兰书先;中勤万信会计师事务所(特殊普通合伙);--;;创投概念、涉矿概念、沪股通、网贷概念;综合供应商
600748;上实发展;上海实业发展股份有限公司;Shanghai Industrial Development Co., Ltd.;1996-09-19;上海;浦东不锈、上实发展、G实发展;曾明;夏凌、张永岳、曹惠民;上会会计师事务所(特殊普通合伙);张梦珣;;土地流转、沪股通;不动产投资开发
600749;*ST藏旅;西藏旅游股份有限公司;Tibet Tourism Co., Ltd.;1996-09-28;西藏;西藏圣地、ST藏圣地、*ST圣地、西藏圣地、G圣地、西藏圣地、西藏旅游;欧阳旭;王文铎、马艳、徐俊锋、徐文博;信永中和会计师事务所(特殊普通合伙);张晓龙;;--;旅游业
600750;江中药业;江中药业股份有限公司;Jiangzhong Pharmaceutical Co., Ltd.;1996-09-18;江西;东风药业、江中药业、G江中;卢小青;谢亨华、尹继东、左北平、李悦;大信会计师事务所(特殊普通合伙);丁圆圆;;沪股通;制药
600751;海航科技;海航科技股份有限公司;HNA Technology Co., Ltd.;1992-12-01;天津;天津海运、ST天海、*ST天海、S*ST天海、SST天海、S*ST天海、SST天海、S天海、天津海运、天海投资;童甫;吕品图、郑春美、向国栋;聘请普华永道中天会计师事务所(特殊普通合伙);闫宏刚;;含B股;运输服务
600753;东方银星;河南东方银星投资股份有限公司;Henan Oriental Silver Star Investment Co., Ltd.;1996-10-11;河南;冰熊股份、ST冰熊、GST冰熊、ST冰熊;梁衍锋;张继德、俞辉、王中;大信会计师事务有限公司;王南;;--;不动产投资开发
600754;锦江股份;上海锦江国际酒店发展股份有限公司;Shanghai Jin Jiang International Hotels Development Co., Ltd.;1993-06-09;上海;新亚股份、锦江酒店、G锦江、锦江酒店;俞敏亮;俞妙根、张伏波、谢荣兴;德勤华永会计师事务所(特殊普通合伙);杨劼;;含B股、沪股通;酒店业
600755;厦门国贸;厦门国贸集团股份有限公司;Xiamen ITG Group Corp., Ltd.;1993-04-02;福建;厦门国贸、G厦国贸;许晓曦;吴世农、郑甘澍、毛付根;致同会计师事务所;丁丁;;含可转债、海峡西岸、沪股通;综合供应商
600756;浪潮软件;浪潮软件股份有限公司;Inspur software Co., Ltd.;1994-11-07;山东;泰山旅游、齐鲁软件、浪潮软件、G鲁浪潮;王柏华;潘爱玲、盛希泰;大信会计师事务所(特殊普通合伙);--;;云计算、沪股通;软件
600757;长江传媒;长江出版传媒股份有限公司;Changjiang Publishing and Media Co., Ltd.;1996-09-26;湖北;华源发展、S华源发、华源发展、*ST源发、ST源发、*ST源发、ST源发;陈义国;喻景忠、杨德林、刘洪、段若鹏;天健会计师事务所有限公司;黄顺路;;O2O模式、武汉规划、文化振兴、新零售、新三板;出版业
600758;红阳能源;辽宁红阳能源投资股份有限公司;Liaoning Hongyang Energy Resource Invest Co., Ltd.;1993-12-28;辽宁;金帝建设、ST金帝、金帝建设、ST金帝、*ST金帝、ST金帝、SST金帝、ST金帝、ST红阳;林守信;王敏、崔万田、朱克实;瑞华会计师事务所(特殊普通合伙);田英东;;--;煤炭开采
600759;洲际油气;洲际油气股份有限公司;Geo-Jade Petroleum Corporation;1984-08-08;海南;华侨投资、ST琼华侨、PT琼华侨、ST琼华侨、*ST华侨、S*ST华侨、*ST华侨、ST华侨、华侨股份、正和股份;姜亮;江榕、汤世生、屈文洲;福建华兴会计师事务所(特殊普通合伙);王俊虹;;海南自贸、涉矿概念、三沙概念、土地流转、重组概念、沪股通;石油勘探与开采
600760;中航沈飞;中航沈飞股份有限公司;AVIC SHENYANG AIRCRAFT COMPANY LIMITED;1993-06-28;山东;山东黑豹、ST黑豹、*ST黑豹、ST黑豹、GST黑豹、ST黑豹、东安黑豹、中航黑豹、*ST黑豹、中航黑豹、*ST黑豹、中航黑豹;郭殿满;朱军、张云龙、邢冬梅、宋文山;北京中证天通会计师事务所有限公司;耿春明;;国防军工、军工航天、ST板块、重组概念;汽车
600761;安徽合力;安徽合力股份有限公司;Anhui Heli Co., Ltd.;1993-09-30;安徽;安徽合力、G合力;张德进;孙伯淮、王素玲、张圣亮;华普天健会计师事务所(特殊普通合伙);胡彦军;;皖江区域、沪股通;工业机械
600763;通策医疗;通策医疗投资股份有限公司;Topchoice Medical Investment Co., Inc.;1995-08-30;浙江;北京中燕、ST中燕、*ST中燕、ST中燕、SST中燕、ST中燕、ST通策;吕建明;吴清旺、严建苗、冯晓;中汇会计师事务所(特殊普通合伙);赵敏;;--;医疗保健服务
600764;中国海防;中国船舶重工集团海洋防务与信息对抗股份有;CEC CoreCast Corporation Limited;1993-11-18;北京;三星石化、中电广通、G中广通、中电广通;范国平;张友棠、徐正伟、赵登平;大信会计师事务所(特殊普通合伙);马凯;;电子支付、国防军工、军工航天、军民融合;计算机硬件
600765;中航重机;中航重机股份有限公司;AVIC Heavy Machinery Co., Ltd.;1996-11-01;贵州;力源液压、G力源、力源液压;姬苏春;邱洪生、金锦萍、于革刚、李平;立信会计师事务所(特殊普通合伙);王文胜;;3D打印、国防军工、军工航天、军民融合、铁路基建、沪股通;工业机械
600766;园城黄金;烟台园城黄金股份有限公司;Yantai Yuancheng Gold Co., Ltd.;1989-02-01;山东;烟台华联、烟台发展、ST烟发、*ST烟发、ST烟发、*ST烟发、G*ST烟发、*ST烟发、园城股份、ST园城、*ST园城;徐成义;彭金友、刘学军、李增学;众环海华会计师事务所(特殊普通合伙);逄丽媛;;黄河三角、黄金概念;采矿业
600767;ST运盛;运盛(上海)实业股份有限公司;Winsan (Shanghai) Medical Science and Technology Co., Ltd.;1993-08-30;上海;运盛实业、*ST运盛、ST运盛、SST运盛、ST运盛、运盛实业、运盛医疗、*ST运盛;徐慧涛;王中华、李家顺、陈芳;上海上会会计师事务所有限公司;刘芷言;;金融改革;不动产投资开发
600768;宁波富邦;宁波富邦精业集团股份有限公司;Ningbo Fubang Jingye Group Co., Ltd.;1981-12-20;浙江;宁波华通、ST甬华通、ST甬富邦、宁波富邦、S甬富邦;陈炜;王红珠、宋振纶、傅培文;天健会计师事务所有限公司;岳峰;;重组概念;铝业
600769;祥龙电业;武汉祥龙电业股份有限公司;Wuhan Xianglong Power Industry Co., Ltd.;1993-07-19;湖北;祥龙电业、ST祥龙、*ST祥龙、祥龙电业、G祥龙、祥龙电业、*ST祥龙、ST祥龙、*ST祥龙;董耀军;徐贤浩、严本道、廖联凯;中审众环会计师事务所(特殊普通合伙);刘攀;;武汉规划;建筑施工
600770;综艺股份;江苏综艺股份有限公司;Jiangsu Zongyi Co., Ltd.;1992-10-03;江苏;综艺股份、G综艺;昝圣达;朱林、刘志耕、曹旭东;立信会计师事务所（特殊普通合伙）;邢雨梅;;4G概念、5G概念、安防服务、创投概念、IPV6概念、太阳能、物联网、新三板、云计算、沪股通;综合工业
600771;广誉远;广誉远中药股份有限公司;GuangYuYuan Chinese Herbal Medicine Co., Ltd.;1996-11-25;青海;同仁铝业、东盛科技、G东盛、东盛科技、ST东盛、东盛科技;张斌;石磊、李秉祥、武滨;利安达会计师事务所(特殊普通合伙);葛雪茹;;重组概念;制药
600773;西藏城投;西藏城市发展投资股份有限公司;Tibet Urban Development and Investment Co., Ltd.;1996-10-25;西藏;西藏金珠、*ST金珠、S*ST金珠、*ST金珠、*ST雅砻、ST雅砻、*ST雅砻、西藏雅砻;朱贤麟;魏飞、钟刚、邵瑞庆、刘培森;立信会计师事务所(特殊普通合伙);刘颖;;保障房、金融改革、锂电池、涉矿概念、沪股通;不动产投资开发
600774;汉商集团;武汉市汉商集团股份有限公司;Wuhan Hanshang Group Co., Ltd.;1990-04-20;湖北;汉商集团、G汉商;张宪华;魏明先、叶欣、郭月梅;中审众环会计师事务所(特殊普通合伙);曾宪钢;;武汉规划;百货零售
600775;南京熊猫;南京熊猫电子股份有限公司;Nanjing Panda Electronics Co., Ltd.;1992-04-29;江苏;南京熊猫、ST熊猫、南京熊猫、G熊猫;徐国飞;--;天职国际会计师事务所(特殊普通合伙);王栋栋;江苏法德永衡律师事务所和香港黄乾亨黄英豪律师事务所;含H股、军民融合、沪股通;通讯设备
600776;东方通信;东方通信股份有限公司;Eastern Communications Co., Ltd.;1996-08-01;浙江;东方通信、*ST东信、东方通信、G东信;周忠国;杨义先、张立民、王泽霞;瑞华会计师事务所(特殊普通合伙);方瑞娟;;含B股、沪股通;通讯设备
600777;新潮能源;山东新潮能源股份有限公司;Shandong Xinchao Energy Corporation Limited;1989-04-25;山东;新潮实业、G新潮、新潮实业;卢绍杰;王东宁、余璇、张宝生;众华会计师事务所(特殊普通合伙);王燕玲;上海市锦天城律师事务所;黄河三角、金融改革、沪股通;综合工业
600778;*ST友好;新疆友好(集团)股份有限公司;Xinjiang Friendship (Group) Co., Ltd.;1997-07-22;新疆;新疆友好、友好集团、G友好、友好集团;聂如旋;乔新霞、唐立久、蒲春玲、董新胜;大华会计师事务所(特殊普通合伙);韩玮;;丝绸之路、沪股通;百货零售
600779;水井坊;四川水井坊股份有限公司;Sichuan Swellfun Co., Ltd.;1993-12-21;四川;四川制药、全兴股份、G全兴、水井坊、*ST水井;范祥福;郑欣淳、戴志文、冯渊;信永中和会计师事务所;李欣遥;;成渝特区、摘帽概念;蒸馏酒与葡萄酒
600780;通宝能源;山西通宝能源股份有限公司;Top Energy Company Ltd.Shanxi;1992-08-28;山西;通宝能源、G通宝;王启瑞;江华、辛茂荀、薛建兰;大华会计师事务所(特殊普通合伙);薛涛;;沪股通;电力（IV）
600781;辅仁药业;辅仁药业集团实业股份有限公司;Furen Pharmaceutical Group Industry Co., Ltd.;1993-08-13;河南;民丰实业、ST民丰、*ST民丰、ST民丰、*ST民丰、G*ST民丰、G*ST辅仁、*ST辅仁、上海辅仁;朱文臣;安慧、耿新生、李雯;瑞华会计师事务所(特殊普通合伙);孙佩琳;;创投概念、重组概念;制药
600782;新钢股份;新余钢铁股份有限公司;Xinyu Iron and Steel Co., Ltd.;1996-12-19;江西;新华股份、S新华、新华股份;夏文勇;鲍劲翔、王国栋、姜晓东、许年行;大华会计师事务所(特殊普通合伙);王青;;保障房;钢铁
600783;鲁信创投;鲁信创业投资集团股份有限公司;Luxin Venture Capital Group Co., Ltd.;1993-11-20;山东;四砂股份、鲁信高新、G鲁信、鲁信高新;王飚;任辉、刘健康、于少明;瑞华会计师事务所(特殊普通合伙);何亚楠;君泽君律师事务所;创投概念、黄河三角、军民融合、新三板、沪股通;工业机械
600784;鲁银投资;鲁银投资集团股份有限公司;Luyin Investment Group Corp., Ltd.;1993-09-11;山东;鲁银集团、鲁银投资、ST鲁银、*ST鲁银、鲁银投资、G鲁银;刘卫国;王咏梅、周建、汪安东;大信会计师事务所(特殊普通合伙);刘晓志;;黄河三角、金融改革、沪股通;钢铁
600785;新华百货;银川新华百货商业集团股份有限公司;Yinchuan Xinhua Commercial Group Co., Ltd.;1997-01-03;宁夏;新华百货、G新百;曲奎;张莉娟、陈爱珍、梁雨谷;信永中和会计师事务所(特殊普通合伙);李丹;;丝绸之路、沪股通;百货零售
600787;中储股份;中储发展股份有限公司;CMST Development Co., Ltd.;1997-01-08;天津;中储股份、G中储;韩铁林;董中浪、高冠江、杨征宇、刘文湖;瑞华会计师事务所(特殊普通合伙);郑佳珍;;金融改革、铁路基建、物联网、雄安新区、沪股通、京津冀;运输服务
600789;鲁抗医药;山东鲁抗医药股份有限公司;Shandong Lukang Pharmaceutical Co., Ltd.;1993-02-15;山东;鲁抗医药、S鲁抗药;彭欣;周建平、段继东、王玉强、孙宗彬;上会会计师事务所(特殊普通合伙);包强明;;黄河三角、生物疫苗;制药
600790;轻纺城;浙江中国轻纺城集团股份有限公司;Zhe Jiang China Light and Textile Industrial City Group Co., Ltd.;1993-04-26;浙江;S轻纺城;葛梅荣;邵少敏、李生校、程幸福;天健会计师事务所(特殊普通合伙);马晓峰;;沪股通、网贷概念;商业辅助服务
600791;京能置业;京能置业股份有限公司;Beih-property Co., Ltd.;1993-12-24;北京;贵州华联、贵华旅业、天创置业、G天创、天创置业;李育海;陈行、刘大成、朱莲美;致同会计师事务所(特殊普通合伙);王凤华;;--;不动产投资开发
600792;云煤能源;云南煤业能源股份有限公司;Yunnan Coal and Energy Co., Ltd.;1997-01-20;云南;云南马龙、ST马龙、云南马龙、马龙产业、G马龙、马龙产业、*ST马龙、ST马龙、*ST马龙;彭伟;杨先明、郭咏、李小军;中审亚太会计师事务所(特殊普通合伙);杨忠明;;低碳经济、军民融合、涉矿概念;煤炭开采
600793;宜宾纸业;宜宾纸业股份有限公司;Yibin Paper Industry Co., Ltd.;1996-08-22;四川;宜宾纸业、ST宜纸、宜宾纸业、G宜纸、宜宾纸业、*ST宜纸、ST宜纸;易从;黄兴旺、张强、唐琳;四川华信(集团)会计师事务所(特殊普通合伙);雷大敏;;成渝特区、摘帽概念;造纸
600794;保税科技;张家港保税科技股份有限公司;Zhangjiagang Freetrade Science and Technology Co., Ltd.;1994-06-18;江苏;大理造纸、保税科技、G保税;唐勇;于北方、徐国辉、惠彦;北京天圆全会计师事务所(特殊普通合伙);常乐庆;;沪股通;运输服务
600795;国电电力;国电电力发展股份有限公司;GD Power Development Co., Ltd.;1992-12-31;辽宁;东北热电、国电电力、G国电;乔保平;高德步、李秀华、肖湘宁、吕跃刚;瑞华会计师事务所(特殊普通合伙);徐伟中;;沪股通;电力（IV）
600796;钱江生化;浙江钱江生物化学股份有限公司;Zhejiang Qianjiang Biochemical Co., Limited;1993-10-28;浙江;钱江生化、G生化;高云跃;潘煜双、柳志强、王维斌;天健会计师事务所(特殊普通合伙);钱晓瑾;;生物疫苗、太阳能;特种化工品
600797;浙大网新;浙大网新科技股份有限公司;Insigma Technology Co., Ltd.;1994-01-08;浙江;浙江天然、天然科技、浙大网新、G网新;史烈;张国煊、费忠新、詹国华、申元庆;天健会计师事务所(特殊普通合伙);马清;;电子支付、IPV6概念、云计算、沪股通;计算机服务
600798;宁波海运;宁波海运股份有限公司;Ningbo Marine Co., Ltd.;1997-04-18;浙江;宁波海运、G海运;胡敏;徐衍修、杨华军、钟昌标、王端旭、包新民;立信会计师事务所(特殊普通合伙);李红波;;东亚自贸;水上运输
600800;天津磁卡;天津环球磁卡股份有限公司;Tian Jin Global Magnetic Card Co., Ltd.;1993-11-13;天津;天津磁卡、*ST磁卡、S*ST磁卡、SST磁卡、ST磁卡;郭锴;梁津明、柳士明、沙宏泉;华寅五洲会计师事务所(特殊普通合伙);秦竹青;;电子支付;硬件与设备
600801;华新水泥;华新水泥股份有限公司;Huaxin Cement Co., Ltd.;1993-11-30;湖北;湖北华新、华新水泥、G华新;徐永模;Simon Mackinnon、刘艳、王立彦;普华永道中天会计师事务所有限公司;王璐;;保障房、含B股、沪股通;建材与构件
600802;福建水泥;福建水泥股份有限公司;Fujian Cement Inc.;1993-11-27;福建;福建水泥、G闽水泥;洪海山;黄光阳、林萍、刘伟英;福建华兴会计师事务所(特殊普通合伙);林国金;;海峡西岸;建材与构件
600803;新奥股份;新奥生态控股股份有限公司;ENN Ecological Holdings Co.,Ltd.;1992-07-14;河北;河北威远、威远生化、G威远、威远生化;王玉锁;李鑫钢、张维、徐孟洲;中喜会计师事务所(特殊普通合伙);赵红;;生物质能;通用化工品
600804;鹏博士;鹏博士电信传媒集团股份有限公司;Dr. Peng Telecom and Media Group Co., Ltd.;1985-01-17;四川;成都工益、工益股份、鹏博士、G鹏博士;杨学平;唐琳、刘胜良、林楠、刘巍;瑞华会计师事务所(特殊普通合伙);孙莉斯;;安防服务、成渝特区、三网融合、云计算、沪股通;互联网
600805;悦达投资;江苏悦达投资股份有限公司;Jiangsu Yueda Investment Company Limited;1993-04-12;江苏;江苏悦达、悦达投资、S悦达;王连春;高波、滕晓梅、周华、朱元午;中审亚太会计师事务所(特殊普通合伙);王浩;;石墨烯、沪股通;综合工业
600806;*ST昆机;沈机集团昆明机床股份有限公司;Shenji Group Kunming Machine Tool Co., Ltd.;1993-10-19;云南;昆明机床、ST昆机、昆明机床、交大科技、S交科技、交大科技、昆明机床;王鹤;--;毕马威华振会计师事务所(特殊普通合伙);王碧辉;;3D打印、含H股、ST板块、沪股通;工业机械
600807;*ST天业;山东天业恒基股份有限公司;Shandong Tyan Home Co., Ltd.;1992-07-26;山东;济南百货、ST济百、*ST济百、ST济百、*ST济百、S*ST济百、*ST济百、天业股份;曾昭秦;赵树元、佘廉、刘国芳、路军伟;瑞华会计师事务所(特殊普通合伙);王威;;黄金概念、涉矿概念;不动产投资开发
600808;马钢股份;马鞍山钢铁股份有限公司;Maanshan Iron and Steel Company Limited;1993-09-01;安徽;安徽马钢、马钢股份、G马钢;丁毅;--;安永华明会计师事务所(特殊普通合伙);--;;含H股、铁路基建、皖江区域、沪股通;钢铁
600809;山西汾酒;山西杏花村汾酒厂股份有限公司;Shanxi Xinghuacun Fen Wine Factory Co., Ltd.;1993-12-22;山西;山西汾酒、G汾酒;谭忠豹;李玉敏、王朝成、杜文广;立信会计师事务所(特殊普通合伙);王普向;;沪股通;蒸馏酒与葡萄酒
600810;神马股份;神马实业股份有限公司;Shen Ma Industry Co., Ltd.;1993-12-16;河南;河南神马、神马实业、G神马、神马实业;郑晓广;邹源、赵静、赵海鹏、董超;亚太(集团)会计师事务所(特殊普通合伙);范维;北京市众天律师事务所;聚氨酯、新三板;通用化工品
600811;东方集团;东方集团股份有限公司;Orient Group. Incorporation;1992-02-16;黑龙江;东方企业、东方集团、G东方;孙明涛;田益明、徐彩堂、胡凤滨、王旭辉;大华会计师事务所(特殊普通合伙);丁辰、殷勇;;涉矿概念、文化振兴、沪股通;综合工业
600812;华北制药;华北制药股份有限公司;North China Pharmaceutical Co., Ltd.;1992-08-25;河北;河北华药、华北制药、G华药;郭周克;王广基、王虎根、王慧、王金庭、李江涛;中天运会计师事务所;杨静;;--;制药
600814;杭州解百;杭州解百集团股份有限公司;Hangzhou Jiebai Group Co., Limited;1992-10-28;浙江;杭州解百、G解百;童民强;王国卫、王曙光、童本立;天健会计师事务所有限公司;沈瑾;;--;百货零售
600815;厦工股份;厦门厦工机械股份有限公司;Xiamen XGMA Machinery Company Limited;1994-01-10;福建;厦门夏工、厦工股份、G厦工、厦工股份、*ST厦工;张振斌;苏子孟、张盛利、江曙晖;致同会计师事务所(特殊普通合伙);潘晓丹;;海峡西岸;工业机械
600816;安信信托;安信信托股份有限公司;Anxin Trust Co., Ltd.;1987-02-16;上海;鞍山信托、安信信托、*ST安信、G*ST安信、G安信;王少钦;余云辉、朱荣恩、邵平;立信会计师事务所(特殊普通合伙);--;;沪股通;不动产投资信托
600817;ST宏盛;西安宏盛科技发展股份有限公司;Xi'an Hongsheng Technology Co., Ltd.;1992-06-06;陕西;良华实业、宏盛科技、G宏盛、宏盛科技、ST宏盛、*ST宏盛、NST宏盛、ST宏盛、*ST宏盛;程涛;夏立军、江溯、张新阳;立信会计师事务所（特殊普通合伙）;--;;ST板块、重组概念;不动产投资开发
600818;中路股份;中路股份有限公司;Zhonglu Co., Ltd.;1993-10-18;上海;上海永久、ST永久、PT永久、ST永久、上海永久、G永久、上海永久;陈闪;卓星煜、张莉;立信会计师事务所(特殊普通合伙);--;;含B股;娱乐用品
600819;耀皮玻璃;上海耀皮玻璃集团股份有限公司;Shanghai Yaohua Pilkington Glass Group Co., Ltd.;1993-12-09;上海;耀皮玻璃、G耀皮;赵健;易芳、刘景伟、杨朝军;众华会计师事务所(特殊普通合伙);黄冰;;保障房、含B股、建筑节能;建材与构件
600820;隧道股份;上海隧道工程股份有限公司;Shanghai Tunnel Engineering Co., Ltd.;1993-11-26;上海;隧道股份、G隧道;张焰;董静、李永盛、周骏;立信会计师事务所（特殊普通合伙）;单瑛琨;;创投概念、铁路基建、沪股通;建筑施工
600821;津劝业;天津劝业场（集团）股份有限公司;Tianjin Quanyechang (Group) Co., Ltd.;1992-11-28;天津;津劝业、G劝业;刘明;罗鸿铭、张萱、李雯;中审华会计师事务所(特殊普通合伙);刘蕊;;--;百货零售
600822;上海物贸;上海物资贸易股份有限公司;Shanghai Material Trading Co., Ltd.;1994-09-16;上海;物贸中心、上海物贸、G物贸、物贸中心;秦青林;刘凤元、袁敏、薛士勇;德勤华永会计师事务所（特殊普通合伙）;徐玮;国浩律师集团(上海)事务所;含B股;综合供应商
600823;世茂股份;上海世茂股份有限公司;Shanghai Shimao Co., Ltd.;1993-12-22;上海;万象集团、世茂股份、G世茂;刘赛飞;李大沛、徐士英、史慧珠、张玉臣;上会会计师事务所(特殊普通合伙);--;国浩律师集团(上海)事务所;沪股通;不动产投资开发
